industry_code,Variable
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
all,Activity unit
all,Rolling mean employees
all,Salaries and wages paid
all,"Sales, government funding, grants and subsidies"
all,Total income
all,Total expenditure
all,Operating profit before tax
all,Total assets
all,Fixed tangible assets
A,Activity unit
A,Rolling mean employees
A,Salaries and wages paid
A,"Sales, government funding, grants and subsidies"
A,Total income
A,Total expenditure
A,Operating profit before tax
A,Total assets
A,Fixed tangible assets
A,Activity unit
A,Rolling mean employees
A,Salaries and wages paid
A,"Sales, government funding, grants and subsidies"
A,Total income
A,Total expenditure
A,Operating profit before tax
A,Total assets
A,Fixed tangible assets
A,Activity unit
A,Rolling mean employees
A,Salaries and wages paid
A,"Sales, government funding, grants and subsidies"
A,Total income
A,Total expenditure
A,Operating profit before tax
A,Total assets
A,Fixed tangible assets
A,Activity unit
A,Rolling mean employees
A,Salaries and wages paid
A,"Sales, government funding, grants and subsidies"
A,Total income
A,Total expenditure
A,Operating profit before tax
A,Total assets
A,Fixed tangible assets
A,Activity unit
A,Rolling mean employees
A,Salaries and wages paid
A,"Sales, government funding, grants and subsidies"
A,Total income
A,Total expenditure
A,Operating profit before tax
A,Total assets
A,Fixed tangible assets
A,Activity unit
A,Rolling mean employees
A,Salaries and wages paid
A,"Sales, government funding, grants and subsidies"
A,Total income
A,Total expenditure
A,Operating profit before tax
A,Total assets
A,Fixed tangible assets
A,Activity unit
A,Rolling mean employees
A,Salaries and wages paid
A,"Sales, government funding, grants and subsidies"
A,Total income
A,Total expenditure
A,Operating profit before tax
A,Total assets
A,Fixed tangible assets
A,Activity unit
A,Rolling mean employees
A,Salaries and wages paid
A,"Sales, government funding, grants and subsidies"
A,Total income
A,Total expenditure
A,Operating profit before tax
A,Total assets
A,Fixed tangible assets
A,Activity unit
A,Rolling mean employees
A,Salaries and wages paid
A,"Sales, government funding, grants and subsidies"
A,Total income
A,Total expenditure
A,Operating profit before tax
A,Total assets
A,Fixed tangible assets
B,Activity unit
B,Rolling mean employees
B,Salaries and wages paid
B,"Sales, government funding, grants and subsidies"
B,Total income
B,Total expenditure
B,Operating profit before tax
B,Total assets
B,Fixed tangible assets
B,Activity unit
B,Rolling mean employees
B,Salaries and wages paid
B,"Sales, government funding, grants and subsidies"
B,Total income
B,Total expenditure
B,Operating profit before tax
B,Total assets
B,Fixed tangible assets
B,Activity unit
B,Rolling mean employees
B,Salaries and wages paid
B,"Sales, government funding, grants and subsidies"
B,Total income
B,Total expenditure
B,Operating profit before tax
B,Total assets
B,Fixed tangible assets
B,Activity unit
B,Rolling mean employees
B,Salaries and wages paid
B,"Sales, government funding, grants and subsidies"
B,Total income
B,Total expenditure
B,Operating profit before tax
B,Total assets
B,Fixed tangible assets
B,Activity unit
B,Rolling mean employees
B,Salaries and wages paid
B,"Sales, government funding, grants and subsidies"
B,Total income
B,Total expenditure
B,Operating profit before tax
B,Total assets
B,Fixed tangible assets
B,Activity unit
B,Rolling mean employees
B,Salaries and wages paid
B,"Sales, government funding, grants and subsidies"
B,Total income
B,Total expenditure
B,Operating profit before tax
B,Total assets
B,Fixed tangible assets
B,Activity unit
B,Rolling mean employees
B,Salaries and wages paid
B,"Sales, government funding, grants and subsidies"
B,Total income
B,Total expenditure
B,Operating profit before tax
B,Total assets
B,Fixed tangible assets
B,Activity unit
B,Rolling mean employees
B,Salaries and wages paid
B,"Sales, government funding, grants and subsidies"
B,Total income
B,Total expenditure
B,Operating profit before tax
B,Total assets
B,Fixed tangible assets
B,Activity unit
B,Rolling mean employees
B,Salaries and wages paid
B,"Sales, government funding, grants and subsidies"
B,Total income
B,Total expenditure
B,Operating profit before tax
B,Total assets
B,Fixed tangible assets
C,Activity unit
C,Rolling mean employees
C,Salaries and wages paid
C,"Sales, government funding, grants and subsidies"
C,Total income
C,Total expenditure
C,Operating profit before tax
C,Total assets
C,Fixed tangible assets
C,Activity unit
C,Rolling mean employees
C,Salaries and wages paid
C,"Sales, government funding, grants and subsidies"
C,Total income
C,Total expenditure
C,Operating profit before tax
C,Total assets
C,Fixed tangible assets
C,Activity unit
C,Rolling mean employees
C,Salaries and wages paid
C,"Sales, government funding, grants and subsidies"
C,Total income
C,Total expenditure
C,Operating profit before tax
C,Total assets
C,Fixed tangible assets
C,Activity unit
C,Rolling mean employees
C,Salaries and wages paid
C,"Sales, government funding, grants and subsidies"
C,Total income
C,Total expenditure
C,Operating profit before tax
